,PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus
140185,4296103,11/28/2010 09:05:15,521801,11/26/2010 21:18:58,1,0,"Can I pull data from a .xls file with PHP, sort and call the data without MySQL?","I'm learning basic PHP at this point. I have a .xls (Excel, converted from Numbers on the mac) file that I want to call upon for data.

Currently the table has 3 columns: Team Name, Conference and Division and for each column there are 32 total rows (not including the row for labels)

My goal with this simple program is to read in this table, and build a simple UI so that when I click on a Division, it shows the four teams in that division.

Can this be done without MySql? Should I be reading the .xls file into the .html file where the user will interact with the buttons or into the .php file that the .html file links to.

Thank you.",php,mysql,table,charts,,,open
84345,8496969,12/13/2011 22:13:43,543572,07/28/2010 20:27:47,453,47,How to nest a composite widget into the main ui.xml file using uiBinder?,"I have a task to add a composite widget into the main ui.xml file, but it's not working for some reason. Here is my widget code:

    public class MyClass extends Composite {
    	@UiTemplate(""MyClass .ui.xml"")
    	interface MyClassUiBinder extends UiBinder<Widget, MyClass > {
    	}
    
    	private static MyClassUiBinder uiBinder = GWT.create(MyClassUiBinder.class);
    
    	@UiField Label label;
    	
        public MyClass() {
        	initWidget(uiBinder.createAndBindUi(this));
        } ...

Then in my main viewImpl.ui.xml class:
I declare the class package:

     ... xmlns:u=""urn:com... client.view"">

and then the widget itself:

    <td align=""center"">
        <u:MyClass/>
    </td>

I also tried setting up a ui:field declaration in the viewImpl class, but I got an error thrown at compile time:

**ERROR] In @UiField myClass, template field and owner field types don't match: com.google.gwt.dom.client.Element is not assignable to com... client.view.MyClass**

 

When I took the @UiField declaration out of the viewImpl and the ui.xml it compiled, but the widget wasn't displaying when the page loaded.  

What am I missing here?
   

",gwt,widget,uibinder,,,,open
59025,2960579,06/02/2010 18:44:27,356778,06/02/2010 18:44:27,1,0,Do function on process close?,"Say I have created a process using Process.Start();.

How would I tell if it had been closed/terminated, without freezing the application.

In CSharp, of course.

Thanks!",c#,events,process,close,terminate,,open
130625,5091799,02/23/2011 13:53:54,215534,11/20/2009 15:30:03,1895,117,automapper - simplest option to only write to destination property if the source property is different?,"NOTE: The scenario is using 2 entity framework models to sync data between 2 databases, but I'd imagine this is applicable to other scenarios.  One could try tackling this on the EF side as well (like in [this SO question](http://stackoverflow.com/questions/463799/entity-framework-cancel-a-property-change-if-no-change-in-value)) but I wanted to see if AutoMapper could handle it out-of-the-box

I'm trying to figure out if AutoMapper can (easily :) compare the source and dest values (when using it to sync to an existing object) and do the copy only if the values are different (based on Equals by default, potentially passing in a Func<TSource, TDest, bool>, like if I decided to do String.Equals with StringComparison.OrdinalIgnoreCase for some particular pair of values).  At least for my scenario, I'm fine if it's restricted to just the TSource == TDest case (I'll be syncing over int's, string's, etc, so I don't think I'll need any type converters involved)

Looking through the samples and tests, the closest thing seems to be conditional mapping (src\UnitTests\ConditionalMapping.cs), and I would use the Condition overload that takes the Func<ResolutionContext, bool> (since the other overload isn't sufficient, as we need the dest information too).  That certainly looks on the surface like it would work fine (I haven't actually used it yet), but I would end up with specifying this for every member (although I'm guessing I could define a small number of actions/methods and at least reuse them instead of having N different lambdas).

Is this the simplest available route (outside of changing AutoMapper) for getting a 'only copy if source and dest values are different' or is there another way I'm not seeing?  If it *is* the simplest route, has this already been done before elsewhere?  It certainly feels like I'm likely reinventing a wheel here. :)",automapper,,,,,,open
59687,10943109,06/08/2012 04:35:28,1234840,02/27/2012 05:03:53,0,1,What are the best IDE's for express framework - nodejs,What are the best IDE for express framwork?,node.js,expressjs,,,,06/09/2012 15:19:06,not constructive
134371,7479974,09/20/2011 03:59:41,515621,10/21/2010 16:39:14,94,1,PHP date format - Im about ready to break something,"holy crud - why is working with dates SOOOOOOO frustrating in PHP.

I've got a standard ""US"" way of expressing a date - 06/29/1967 or 6-29-67

strtotime() and create_date() and date() or date_format() ALL choke on this.

I JUST WANT TO INSERT A CORRECT DATE INTO A DB AND RETURN IT... WTF!!!!!

the db is MySQl - storing a date as yyyy-mm-dd.

please dont anyone tell me to 'store my dates as epoch time stamps or integers. I'm not going to changes my db just to accommodate the idiocy that is UNIX time....

however - i'd appreciate some clear explanation on how to format a date for PHP.

thank you - rant over....I am at peace.",php,date,,,,09/21/2011 01:38:47,not constructive
85514,11499458,07/16/2012 06:57:43,339160,05/12/2010 09:38:54,375,2,How to set service failure actions in powershell,"In our application we are using a bat file to install the services.now we are migrating to Powershell. How to achieve  

    sc failure <ServiceName> reset= 30 actions= restart/5000   

in Powershell ?",powershell,powershell-v2.0,windowservice,,,,open
68741,9030780,01/27/2012 08:44:55,1159454,01/19/2012 21:05:54,6,0,What weapons do hackers have and how do you defend against each?,"although my site is still far from done, I've started thinking about web security.  This site will be extremely public and contain important information people assume is true, that I wouldn't want hijacked. It'd be a disaster is this site got hacked, so I started thinking of some ways to protect it, or fight back.

Everything has been made with dynamic html through PHP, except for error messages, which use javascript popup alerts triggered by PHP cookies. There are textbox forms and dropdown boxes, all encased with htmlentities to prevent code from being run.

So I started thinking, ""what are the ways that my site's security could be compromised, what weapons of choice do hackers use?"" 

- I know about changing the source code of the site with tools like firebug or chrome for themselves, but that shouldn't matter because I use PHP, and I'm more worried about what EVERYONE sees.

- They can use javascript injections, which I'm pretty sure just means manually changing javascript values, but really all that's going to do is get them an error message since that's all I use it for.

- They could submit code to execute to the forms, but like I said, htmlentities should stop that.

 - They could DDoS the site, which would crash it and to which I don't know of any defense. But I really don't think I'd be dealing with a entire faceless group of internet megaterrorists here :P Just the average hacker or script-kiddie.

 - They could change the html of email submission forms to get my password sent to me (them), but I don't use an email form, or have any logins at all on the site, everyone just sees the same thing, plus some data that optional cookies give them.

 - They could bruteforce my password for the server/ftp, but I'm really random with my passwords and it's a wonder I can even remember my 14 digit or so seemingly random string of caps, lowercase, and numbers that I call a password, so I think that that would take quite a while. Even with a program's aid. I can't think of a legit defense against that other than allowing a certain number of tries before delay.


Off the top of my head, those are the only ways I can think of that hackers do their thing. I know not only human hackers do it, there are robots that can too, or zombie computers right?


Since it is possible, but to my knowledge, extremely unlikely to my knowledge that someone could gain access to my site, I've come up with a couple possible defenses that I'm not sure if they're usually implemented or even possible. Here goes:


Scenario: A hacker manages to bruteforce my password. They get in the server and decide to take over the site and change information. The audience is unaware of anything and think everything is just going as normal. The worst case I can think of (before total deletion) is a hacker would inject a virus/trojan/malware or something into the main page, and now everyone who went there would get this thing. The hacker has won and taken over and gathered a new army of zombie computers maybe.
BUT, since the hacker is probably going to go to my main page first, I'd have another page hidden somewhere, probably deep in a folder maze, or included but burying in the source code. It would be a thing that kicks the user (myself included) out of the server unless the user visited that hidden page within 30 seconds of login. Then it changes the password and emails the new one to my email address. Also it updates the main site with ""WE'VE BEEN HACKED, BEWARE"" which won't be able to be changed without a different password that is also sent to my email along with the IP of the user. This would probably require an external program to manage, right?

Another defense in the same vein, but more dangerous, would be once the hacker is on the server, they find a file that has a list of my passwords right out in the open, possibly hidden within 1 folder. What an idiot, didn't he think one day it'd be broken into??

Well the passwords are all fake, but the first one there is information that claims to unlock things on a page it tells hacker to go to. Once there, the hacker types in that password and then gets a virus or something, along with all the rest of the stuff I mentioned earlier in the other scenario. This page would be named extremely randomly prevent people from finding it by mistake.

Another thing is, once a page is finalized and public, have some way to prevent its byte size from changing. I know some programs do this, I'm not sure how or if websites can.

Also, probably host different parts of the site on different servers. That's probably expensive though.


And most realistically of these, I'd just have a forum message board, on a different server with a different password, and I'd just announce we were hacked there.





So with that list of convolution and traps, what other ways can I protect my site from being hacked? What are all the ways (or general tactics and categories) that hackers choose to destroy or exploit sites? 
In my case, the main backbone of my site are text files that tell the PHP what to do. I just realized that thats a big hole since they could make a php file to write to the ones on my server. There's probably a way to lock txts from being written that I'm not realizing right now though. Plus they'd have to guess the variables and what everything means.

 
Are any of the things from the list of defense traps a good or possible idea?? ",php,javascript,security,website,,01/27/2012 09:08:47,not a real question
114383,3540673,08/22/2010 08:06:08,426980,08/21/2010 07:08:31,36,0,addition of all digit ,i want to write a program to add all the digits of the entered number eg when i enter 54496 output must be 5+4+4+9+6=28,c,homework,,,,08/23/2010 17:11:43,not a real question
16828,10233938,04/19/2012 17:56:22,1296426,03/27/2012 19:24:00,5,0,JavaScript object method return statement,"In JavaScript I created an User class. I wrote a method(function) to this, but i can't give a return statement. Here is my class:

    function User() {
        var isLogedIn = ""FukkaMukka"";
        var mail = """";
        var name = """";
        
        //functions
        
        this.isLogedInFn = function(callback) {
    	    $.post(""controller.php?module=login&action=test"", function(e) {
                this.isLogedIn = false; // Here i can't reach the object variable.. why?
        	    return e;
        	})
        }
        this.logIn = logIn;
        
    }

",javascript,oop,return,,,04/20/2012 04:18:31,not a real question
44776,11660603,07/26/2012 00:17:46,414345,08/08/2010 12:56:26,769,50,How do I request Android tool documentation to be updated?,"I've been using the Android draw9patch tool and I noticed in a recent update that there is a new feature. 

I posted a SO question here asking what the new feature was, but no answer was given. 

http://stackoverflow.com/questions/11406521/android-9-patch-tool-what-is-the-new-layout-bounds-feature/

I've looked at the draw9patch tool documentation and there is no mention of the new feature. 

http://developer.android.com/tools/help/draw9patch.html

I want to make a request to get the documentation updated but I'm not sure where. Does anyone know where I can make this request? ",android,nine-patch,,,,07/27/2012 09:28:15,off topic
134942,6134135,05/26/2011 05:37:30,363954,06/10/2010 20:42:13,136,3,CakePHP login() with 'Remember Me' causing infinite loop,"I am trying to get my login() function with 'Remember Me' to work.

	function login() {
		if ($this->Auth->user()) {
			if (!empty($this->data) && $this->data['User']['remember_me']) {
				$cookie = array();
				$cookie['username'] = $this->data['User']['username'];
				$cookie['password'] = $this->data['User']['password'];
				$this->Cookie->write('Auth.User', $cookie, true, COOKIE_EXPIRE);
				unset($this->data['User']['remember_me']);
			}

			$this->LogDetail->Write('activity','has logged IN');
			$this->redirect($this->Auth->redirect());
		}

		if (empty($this->data)) {
			$cookie = $this->Cookie->read('Auth.User');
			if (!is_null($cookie)) {
				if ($this->Auth->login($cookie)) {
					$this->Session->destroy('Message.Auth'); # clear auth message, just in case we use it.
					$this->LogDetail->Write('activity','has been authenticated via cookie and is now logged IN');

					$this->redirect($this->Auth->redirect());
				} else {
					$this->LogDetail->Write('activity','attempted to gain access with an invalid cookie');
					$this->Cookie->destroy('Auth.User'); # delete invalid cookie
					
					$this->Session->setFlash('Invalid cookie');
					$this->redirect('login');
				}
			}
		}
	}

It first checks to see if the user is authorized in session.

If the user is authorized in session, it redirects them to the intended page.

If the user is authorized in session because they have submitted the login form, it checks to see if 'Remember Me' is selected-- then it creates a cookie, before redirecting.

If the user is not authorized in session, the function checks for the existence of the Auth.User cookie, and then attempts to Auth->login($cookie).

This is where the problem occurs.

If a user without a session, but HAS a cookie, visits the site, it redirects forever, writing to the log ""has been authenticated via cookie and is now logged IN"" over and over again until the browser terminates.

I am confused because $this->Auth->login($cookie) is returning true, but the SESSION is not being updated!

How can Auth->login($cookie) return true, but the session's auth info remain unset (causing the infinite loop)?

When watching the Cookie's in Firebug during the infinite loop, I notice that the CAKEPHP session cookie is constantly changing values during this process

I should also mention that the login system/auth/redirect etc work fine when no Auth.User cookie is present

If anyone can help me figure this out I would appreciate it

Thank you",cakephp,cakephp-1.3,,,,,open
42424,2666231,04/19/2010 08:53:24,207959,11/10/2009 16:59:33,400,30,What can we do to make Microsoft add IntelliTrace to VS 2010 Professional Edition?,"Now that Microsoft has released VS 2010 I went to the product page [here][1]. To my amazement I found out that IntelliTrace(Historical Debugger) is supported only on the Ultimate Edition of VS 2010. This mean that you have to spend almost $4000 for renewal and almost $12000 for a new license. Does someone have any idea how can we change this decision? Especially make them add this feature to VS 2010 Professional Edition.


  [1]: http://www.microsoft.com/visualstudio/en-us/products",visual-studio-2010,historical-debugging,,,,11/03/2011 21:11:27,off topic
62783,5267429,03/10/2011 23:58:30,249071,01/12/2010 16:53:35,98,3,Objective C memory management question: return NSObject inherited class type,"I have the following function but I don't know how to release the memory of the temporary object defined:


    #import <UIKit/UIKit.h>
    
    @interface PatientsSet :  NSObject  {
    	NSString *tableid;
    	NSString *patient_name;
    	NSString *patient_surname;
    	NSString *city;
    	NSString *State;
    	NSString *phone;
    	
    }
    @property (nonatomic, retain) NSString *tableid;
    @property (nonatomic, retain) NSString *patient_name;
    @property (nonatomic, retain) NSString *patient_surname;
    @property (nonatomic, retain) NSString *city;
    @property (nonatomic, retain) NSString *State;
    @property (nonatomic, retain) NSString *phone;
    
    
    -(id)initWithSet:(NSString *)dd patient_name:(NSString *)dn patient_surname:(NSString *)dsn city:(NSString *)ct  state:(NSString *)st phone:(NSString *)ph   ;
    
    
    @end


(I'm getting from the a SQLITE DB the data into a NSobject derived class)
Shouldn't I use a [set release]; somewhere??

    -(PatientsSet *)getPatientById:(NSString *)ID {
    	PatientsSet *set;
    	// Setup the database object
    	
    	sqlite3 *database;
    	// Init the doctors_set Array
    	doctors_set = [[NSMutableArray alloc] init];
    	//NSString * databasePath1=[ [self getDocumentsDirectory] stringByAppendingPathComponent:databaseName   ];	
    	// Open the database from the users filessytem
    	if(sqlite3_open([databasePath UTF8String], &database) == SQLITE_OK) {
    		// Setup the SQL Statement and compile it for faster access
    		NSString* myString = [NSString stringWithFormat:@""SELECT patients.id,patients.patient_name,patients.patient_surname,patients.phone FROM patients where  patients.id = '%@'"",ID];
    
    		const char *sqlStatement = [myString cString];
    
    		sqlite3_stmt *compiledStatement;
    		
    		if(sqlite3_prepare_v2(database, sqlStatement, -1, &compiledStatement, NULL) == SQLITE_OK) {
    			
    			// Loop through the results and add them to the feeds array
    			while(sqlite3_step(compiledStatement) == SQLITE_ROW) {
    				
    				// Read the data from the result row
    				NSString *aId = [NSString stringWithUTF8String:(char *)sqlite3_column_text(compiledStatement, 0)];
    				NSString *aName = [NSString stringWithUTF8String:(char *)sqlite3_column_text(compiledStatement, 1)];
    				NSString *aDurname = [NSString stringWithUTF8String:(char *)sqlite3_column_text(compiledStatement, 2)];
    				NSString *aPhone = [NSString stringWithUTF8String:(char *)sqlite3_column_text(compiledStatement, 3)];
    								
    				// Create a new set object with the data from the database
    				set=[[PatientsSet alloc] initWithSet:aId patient_name:aName patient_surname:aDurname city:@"""" state:@"""" phone:aPhone];
    				
    				
    				
    			}
    		}
    		// Release the compiled statement from memory
    		sqlite3_finalize(compiledStatement);
    		
    	}
    	sqlite3_close(database);
    	
    	return set;
    }",iphone,objective-c,function,return-value,nsobject,,open
102332,2987321,06/07/2010 05:45:45,354460,05/31/2010 09:40:57,84,1,Search Engine in php?,"Sir,
I want to create a search engine in php.
So, please tell me how can I create it.
What is the logic for it.

Thanks,",php,search,logic,engine,,06/07/2010 06:16:32,not a real question
60502,8508031,12/14/2011 16:30:04,165629,08/30/2009 15:47:14,934,27,Dependencies inside war-package vs. shared libraries,"Typically, dependencies are bundled inside Java .war-packages.

However, one could also drop the dependencies into shared libraries, to use the same dependencies for each of the deployed artifacts.

**The question:** what are the benefits and drawbacks of each approach? In which situations would you use them?

The biggest requirement is intuitiveness/maintainability. I don't care too much about memory consumption, disk space usage, bandwith, etc. as those are cheap to buy.

Anyway, some points for each:

Including dependencies inside WAR:

  * ""De facto"" approach(?)
  * Easy to maintain (needs less configuration & scripting, etc.)
  * Easy to deploy to app server
  * Each module can define specific versions on libraries
  * Reduces risk for classloading errors?

Using shared libraries:

  * Reduced memory consumption (trivial?)
  * WAR deployments can access the same instances/variables etc. as they share the classpath? It actually sounds really bad? (does it really work that way, or are they run in separate contexts, just using the same physical files?)
  * Makes doing distributions and deployments more difficult as dependencies have to be separately maintained/deployed
  * Packages are smaller in size (trivial)
  * Dependencies can up upgraded without actual re-deployment of WAR apps (what's the benefit, really..)

Of course, we could use the best aspects of both approaches and just provide the common libraries as a shared lib, and include version specialities inside WARs. However, this doubles the maintenance effort and feels like a no-no.

Currently I'm using Glassfish 3.1.1, but this question is really app server agnostic.",java,deployment,maven,shared-libraries,,12/14/2011 17:09:55,not constructive
27993,5042171,02/18/2011 13:59:19,469962,10/08/2010 07:30:42,25,0,google maps mousemove and click listener together,"I use a mousemove listener on Google Maps, while I want handle the click event too.

    var path = new google.maps.MVCArray;
    ...
    line = new google.maps.Polyline({
      map: map,
      path: new google.maps.MVCArray([path]),
    });
    google.maps.event.addListener(map, 'click', function(event) {
       path.push(event.latLng);
    });
    google.maps.event.addListener(map, 'mousemove', function(event) {
      if (path.getLength() > 1) path.setAt(path.getLength()-1,event.latLng);
    });


I want to follow the mouse with the line, but if the user click on the map, push the polyline's array. But the click event doesn't work...
Any idea?",google-maps,addeventlistener,,,,,open
115223,2787738,05/07/2010 10:10:18,261566,01/29/2010 05:16:44,36,9,Paypal as in-app Payment model in Android?,"I am integrating Paypal into my application for in-app purchase. 

I am using Paypal Mobile Checkout for this purpose.

I will like to know whether Android Market will approve this kind of application which uses a payment gateway other than Google Checkout.

Can anyone let me know where I can find information related to this?


Thanks & Regards

Sunil",paypal,android,market,,,04/17/2012 16:26:42,off topic
19302,1311850,08/21/2009 13:12:03,310421,08/21/2009 13:12:03,1,0,Continuios string not getting wrapped in td,"When i put a long continuos string in my fixed width td ,it is not getting wrapped. The sting increases the width of my table. Can anybody plz help me with this.

for. e.g.
this is my text --- works fine as in td width is fixed only height increases
but if i insert
thisismytext --- then it increases the width of my table.",css,table,html,,,,open
